Nom;Nom complet;sexe;race;couleurs;poids
Lucas;Lucas de Slovénie;1;irisett;indigo;12.0
Léa;Léa de Irlande;2;irisett;violet,bleu;5.4
Maëlys;Maëlys de Lettonie;2;iriredse;bleu,rouge;18.1
Adam;Adam de Estonie;1;rottweiler;indigo;10.2
Clément;Clément de Grèce;1;tchin;vert;9.7
Ethan;Ethan de France;1;iriredse;vert,orange;7.2
Jules;Jules de Malte;1;westie;bleu,rouge,orange;6.6
Léo;Léo de Portugal;1;tchin;vert;7.3
Raphaël;Raphaël de Irlande;1;caniche;indigo;6.5
Clément;Clément de Finlande;1;westie;jaune,indigo;15.4
Emma;Emma de Belgique;2;danois;jaune;18.0
Sarah;Sarah de Allemagne;2;berger_all;bleu;18.9
Clara;Clara de Irlande;2;westie;orange;17.8
Gabriel;Gabriel de Portugal;1;rottweiler;indigo,jaune,violet;12.6
Hugo;Hugo de Portugal;1;estrela;jaune,vert;1.5
Ethan;Ethan de France;1;rottweiler;jaune,rouge;6.1
Louis;Louis de Autriche;1;rottweiler;violet,jaune,vert;13.2
Noah;Noah de Slovénie;1;danois;jaune,indigo;12.9
Lucas;Lucas de Malte;1;akita;indigo,indigo;8.3
Chloé;Chloé de Portugal;2;dunker;violet,orange;0.9
Maël;Maël de France;1;harrier;rouge,vert;10.2
Léna;Léna de France;2;ovtccau;rouge,indigo,violet;11.7
Théo;Théo de Espagne;1;estrela;orange;17.9
Emma;Emma de Irlande;2;kangai;orange;16.1
Eva;Eva de Irlande;2;ovtccau;violet;5.9
Noah;Noah de Slovaquie;1;irisett;indigo;15.7
Inès;Inès de France;2;ovtccau;violet,jaune,jaune;10.8
Tom;Tom de Lettonie;1;iriredse;vert;6.6
Arthur;Arthur de Slovaquie;1;caniche;violet,bleu,bleu;18.9
Noah;Noah de Italie;1;basset_alp;jaune,indigo;6.5
Arthur;Arthur de Slovénie;1;akita;indigo,bleu,jaune;2.2
Gabriel;Gabriel de Allemagne;1;harrier;rouge,violet;10.6
Raphaël;Raphaël de Grèce;1;westie;violet,violet,indigo;0.7
Chloé;Chloé de France;2;ovtccau;rouge,orange;19.5
Raphaël;Raphaël de Portugal;1;tchin;orange;2.9
Gabriel;Gabriel de Estonie;1;akita;vert;1.5
Noah;Noah de Lettonie;1;berger_all;vert,bleu;4.3
Inès;Inès de Slovaquie;2;estrela;bleu;5.7
Louise;Louise de Italie;2;basset_alp;jaune,indigo,bleu;17.8
Nolan;Nolan de Malte;1;jackrute;bleu,violet,bleu;18.1
Zoé;Zoé de Slovaquie;2;maltais;rouge,bleu,orange;1.4
Lina;Lina de Grèce;2;harrier;vert,orange,vert;14.6
Zoé;Zoé de Grèce;2;westie;orange,indigo;7.5
Inès;Inès de Portugal;2;jackrute;orange,rouge;5.6
Nolan;Nolan de Allemagne;1;estrela;bleu,orange;14.5
Enzo;Enzo de Finlande;1;kangai;orange;12.4
Enzo;Enzo de Finlande;1;estrela;orange,violet,orange;8.6
Alice;Alice de Irlande;2;jackrute;rouge,vert,violet;0.4
Alice;Alice de Chypre;2;ovtccau;orange;2.1
Enzo;Enzo de Chypre;1;akita;indigo;5.0
Louna;Louna de Portugal;2;irisett;orange;18.4
Théo;Théo de Estonie;1;westie;violet,indigo,jaune;18.3
Hugo;Hugo de Portugal;1;caniche;rouge,indigo;6.2
Louis;Louis de France;1;rottweiler;indigo;0.1
Jade;Jade de Belgique;2;basset_alp;rouge,violet,bleu;11.2
Noah;Noah de Portugal;1;golden_ret;orange;14.9
Gabriel;Gabriel de Pays-Bas;1;iriredse;violet,orange;6.7
Lina;Lina de Slovénie;2;akitinu;rouge,vert;1.3
Maël;Maël de Irlande;1;harrier;indigo,indigo;10.1
Alice;Alice de Chypre;2;berger_all;indigo;3.6
Gabriel;Gabriel de Finlande;1;kangai;jaune;4.5
Manon;Manon de Estonie;2;tchin;indigo;15.3
Manon;Manon de Italie;2;akita;jaune,bleu,indigo;16.7
Manon;Manon de Allemagne;2;jackrute;bleu,orange;12.6
Emma;Emma de Portugal;2;golden_ret;vert,vert,vert;4.7
Adam;Adam de Irlande;1;dunker;orange;5.1
Lola;Lola de Grèce;2;akita;jaune,vert,vert;13.0
Jade;Jade de Portugal;2;basset_alp;indigo,violet;8.7
Louna;Louna de Pays-Bas;2;westie;vert,rouge;7.2
Zoé;Zoé de Lettonie;2;jackrute;rouge,rouge,vert;1.3
Léna;Léna de Portugal;2;akita;jaune,rouge;5.7
Raphaël;Raphaël de Lettonie;1;iriredse;violet,rouge;1.4
Léo;Léo de Grèce;1;estrela;jaune;11.3
Léna;Léna de Pays-Bas;2;kangai;jaune;5.1
Zoé;Zoé de Slovaquie;2;iriredse;indigo;9.1
Maël;Maël de Lettonie;1;westie;rouge,jaune,orange;16.6
Léa;Léa de France;2;berger_all;violet,violet,vert;9.0
Maëlys;Maëlys de Finlande;2;rottweiler;orange;0.6
Lola;Lola de France;2;irisett;orange;0.8
Louna;Louna de Finlande;2;labrador;orange,orange,indigo;7.2
Louise;Louise de Portugal;2;akitinu;vert,vert,violet;18.6
Tom;Tom de Estonie;1;estrela;orange,orange;1.9
Raphaël;Raphaël de Luxembourg;1;caniche;vert,bleu,violet;12.2
Théo;Théo de Espagne;1;maltais;rouge,jaune,violet;9.0
Emma;Emma de Allemagne;2;berger_all;orange,bleu;11.1
Léo;Léo de France;1;iriredse;bleu,rouge;10.5
Hugo;Hugo de France;1;ovtccau;bleu,indigo,bleu;1.1
Manon;Manon de France;2;ovtccau;rouge;5.7
Clara;Clara de Luxembourg;2;caniche;orange,rouge;10.2
Nolan;Nolan de Espagne;1;golden_ret;bleu,jaune,rouge;2.8
Jade;Jade de Malte;2;caniche;jaune,jaune;16.7
Sarah;Sarah de Lettonie;2;westie;jaune,indigo,violet;5.4
Camille;Camille de Luxembourg;2;labrador;orange;11.8
Sarah;Sarah de Belgique;2;kangai;vert,indigo;9.8
Clara;Clara de Lettonie;2;berger_all;indigo;4.5
Chloé;Chloé de Belgique;2;kangai;violet;6.1
Noah;Noah de Lettonie;1;basset_alp;indigo;3.2
Lola;Lola de Pays-Bas;2;harrier;orange;18.1
Raphaël;Raphaël de Allemagne;1;harrier;jaune,indigo;7.6
Lina;Lina de Italie;2;maltais;indigo,orange,indigo;7.6
Arthur;Arthur de Belgique;1;akitinu;indigo;15.8
Camille;Camille de Grèce;2;maltais;vert;19.0
Sarah;Sarah de Estonie;2;iriredse;orange;10.0
Clément;Clément de Chypre;1;akitinu;indigo,indigo;2.1
Clément;Clément de Slovénie;1;kangai;jaune,jaune;9.3
Clara;Clara de Allemagne;2;berger_all;violet,violet,vert;3.7
Lina;Lina de Autriche;2;berger_all;bleu,bleu;18.1
Lilou;Lilou de Pays-Bas;2;kangai;jaune;18.6
Tom;Tom de Pays-Bas;1;golden_ret;jaune,jaune,indigo;8.9
Chloé;Chloé de Portugal;2;ovtccau;indigo,vert,jaune;11.1
Maël;Maël de Slovaquie;1;westie;jaune;4.9
Léa;Léa de Slovénie;2;estrela;jaune,rouge,vert;5.8
Lucas;Lucas de Slovaquie;1;estrela;vert,vert,rouge;1.2
Hugo;Hugo de Pays-Bas;1;maltais;indigo;8.6
Théo;Théo de Italie;1;westie;rouge,violet,indigo;19.7
Léo;Léo de France;1;harrier;jaune;1.3
Mathis;Mathis de France;1;berger_all;indigo;2.9
Timéo;Timéo de Lettonie;1;jackrute;orange,bleu,violet;6.2
Jules;Jules de Lettonie;1;estrela;orange;19.6
Clément;Clément de Autriche;1;berger_all;indigo,bleu,orange;5.5
Sarah;Sarah de Italie;2;akita;rouge;1.7
Chloé;Chloé de Belgique;2;akita;violet,vert;15.3
Léo;Léo de Pays-Bas;1;iriredse;violet,vert;11.0
Alice;Alice de Portugal;2;estrela;vert,vert,indigo;15.6
Maëlys;Maëlys de Espagne;2;jackrute;vert;16.7
Inès;Inès de Belgique;2;rottweiler;vert,rouge;18.1
Arthur;Arthur de Irlande;1;kangai;rouge;3.3
Chloé;Chloé de Autriche;2;basset_alp;bleu,rouge;5.9
Lucas;Lucas de Estonie;1;caniche;rouge,vert;2.6
Ethan;Ethan de Allemagne;1;kangai;rouge,rouge;14.3
Léna;Léna de Lettonie;2;danois;indigo,orange;7.3
Ethan;Ethan de France;1;caniche;orange;13.5
Gabriel;Gabriel de Lettonie;1;akita;indigo,vert,rouge;14.2
Louna;Louna de Pays-Bas;2;caniche;violet,violet;11.8
Lola;Lola de Malte;2;jackrute;violet,violet,indigo;10.8
Léna;Léna de Espagne;2;caniche;vert;18.8
Louise;Louise de Malte;2;irisett;rouge,jaune;8.5
Inès;Inès de Italie;2;caniche;orange,orange;20.0
Raphaël;Raphaël de Lettonie;1;irisett;indigo,violet;11.9
Louise;Louise de Allemagne;2;tchin;bleu,vert,jaune;9.6
Léna;Léna de Belgique;2;golden_ret;violet,violet,orange;9.7
Inès;Inès de Estonie;2;labrador;indigo,bleu,bleu;18.2
Maël;Maël de France;1;tchin;orange;6.7
Noah;Noah de Pays-Bas;1;westie;orange,orange;12.6
Ethan;Ethan de Irlande;1;danois;violet;7.7
Alice;Alice de Slovénie;2;danois;orange,bleu;19.8
Eva;Eva de Slovaquie;2;maltais;vert,orange;1.6
Lola;Lola de France;2;dunker;rouge,jaune;12.8
Noah;Noah de Irlande;1;estrela;bleu,orange,indigo;17.0
Lilou;Lilou de Chypre;2;maltais;rouge;11.4
Camille;Camille de Chypre;2;rottweiler;orange;17.4
Léna;Léna de Autriche;2;labrador;rouge;9.6
Lola;Lola de Allemagne;2;westie;rouge;10.6
Léna;Léna de Malte;2;basset_alp;rouge,indigo;14.3
Lucas;Lucas de Autriche;1;basset_alp;indigo,indigo,orange;13.7
Manon;Manon de Grèce;2;berger_all;violet,violet,rouge;16.3
Louna;Louna de Slovaquie;2;iriredse;vert,vert,bleu;11.0
Léa;Léa de Chypre;2;kangai;bleu;11.9
Ethan;Ethan de Belgique;1;akita;vert,bleu,orange;10.4
Léna;Léna de Irlande;2;maltais;orange,orange,orange;12.1
Emma;Emma de Luxembourg;2;danois;indigo;10.5
Léo;Léo de Finlande;1;dunker;indigo;1.0
Louise;Louise de Finlande;2;westie;indigo,orange;1.2
Sarah;Sarah de Slovaquie;2;golden_ret;violet,bleu,violet;11.1
Lola;Lola de Finlande;2;akita;jaune;14.5
Nathan;Nathan de Slovaquie;1;kangai;orange,violet;5.7
Louise;Louise de Espagne;2;caniche;violet,indigo,orange;2.0
Alice;Alice de Lettonie;2;akita;bleu,rouge;14.2
Nathan;Nathan de Chypre;1;kangai;jaune,rouge,violet;14.7
Lola;Lola de Autriche;2;golden_ret;rouge,indigo;20.0
Lilou;Lilou de Slovénie;2;akita;rouge,indigo,rouge;6.2
Louna;Louna de Belgique;2;akita;orange,orange,bleu;12.5
Léo;Léo de Italie;1;harrier;indigo,jaune,jaune;3.2
Maël;Maël de Lettonie;1;basset_alp;indigo;19.5
Léo;Léo de Slovénie;1;akitinu;violet,orange;15.9
Tom;Tom de Luxembourg;1;berger_all;jaune,orange;16.6
Gabriel;Gabriel de Luxembourg;1;golden_ret;violet,vert;12.4
Raphaël;Raphaël de Slovaquie;1;rottweiler;vert;4.7
Gabriel;Gabriel de Lettonie;1;berger_all;violet,jaune;7.0
Raphaël;Raphaël de Finlande;1;golden_ret;violet;16.3
Eva;Eva de Irlande;2;labrador;violet;15.5
Eva;Eva de Slovénie;2;danois;violet,orange;15.9
Clara;Clara de Italie;2;tchin;jaune,indigo,orange;17.3
Clément;Clément de Luxembourg;1;golden_ret;bleu,jaune,jaune;6.7
Sarah;Sarah de Pays-Bas;2;maltais;rouge;4.3
Sarah;Sarah de Chypre;2;westie;bleu,jaune,vert;6.1
Nathan;Nathan de Grèce;1;westie;rouge,rouge;17.6
Clara;Clara de Lettonie;2;rottweiler;vert,violet;2.1
Inès;Inès de Luxembourg;2;estrela;bleu,bleu,jaune;13.8
Nathan;Nathan de Grèce;1;caniche;violet,bleu;17.4
Louis;Louis de Luxembourg;1;kangai;vert;1.0
Louis;Louis de Estonie;1;akitinu;violet,violet,orange;18.7
Lucas;Lucas de Portugal;1;kangai;jaune,vert,bleu;9.9
Clément;Clément de Finlande;1;kangai;indigo;7.7
Inès;Inès de France;2;rottweiler;orange,violet;4.2
Alice;Alice de Slovaquie;2;labrador;violet,orange;2.9
Hugo;Hugo de Luxembourg;1;westie;vert,jaune,indigo;1.0
Jade;Jade de Pays-Bas;2;harrier;rouge,jaune,rouge;1.5
Léa;Léa de Malte;2;tchin;orange,orange,vert;4.2
Maëlys;Maëlys de Grèce;2;caniche;orange,indigo;12.6
Gabriel;Gabriel de Estonie;1;danois;orange,bleu;11.4
Romane;Romane de France;2;akita;bleu,vert;15.5
Maël;Maël de Grèce;1;berger_all;indigo,violet,rouge;9.6
Jules;Jules de Slovaquie;1;labrador;bleu,rouge,violet;12.5
Eva;Eva de Italie;2;akita;orange,vert,orange;11.1
Lilou;Lilou de Autriche;2;ovtccau;jaune,vert;1.1
Léa;Léa de France;2;akitinu;jaune,jaune;9.6
Nolan;Nolan de Pays-Bas;1;golden_ret;orange,indigo;3.4
Lilou;Lilou de Autriche;2;golden_ret;orange;5.4
Gabriel;Gabriel de Espagne;1;rottweiler;indigo,bleu,bleu;9.1
Ethan;Ethan de Espagne;1;akitinu;jaune;4.3
Camille;Camille de Italie;2;rottweiler;bleu;7.9
Lilou;Lilou de Belgique;2;caniche;violet,indigo;5.3
Jade;Jade de Lettonie;2;estrela;indigo,rouge;12.4
Louise;Louise de Belgique;2;caniche;jaune;17.6
Louis;Louis de Estonie;1;ovtccau;violet;15.6
Jade;Jade de Irlande;2;labrador;rouge,bleu,bleu;5.7
Maëlys;Maëlys de Slovaquie;2;akitinu;jaune,orange,jaune;16.5
Inès;Inès de Autriche;2;ovtccau;orange;17.1
Eva;Eva de France;2;rottweiler;rouge;9.7
Maëlys;Maëlys de Allemagne;2;estrela;orange,indigo,indigo;5.9
Ethan;Ethan de Portugal;1;westie;jaune;8.5
Tom;Tom de Autriche;1;harrier;vert,jaune;1.9
Nathan;Nathan de Pays-Bas;1;dunker;orange;10.0
Maëlys;Maëlys de Pays-Bas;2;caniche;indigo,vert,rouge;1.6
Jade;Jade de Espagne;2;westie;bleu,jaune;11.8
Inès;Inès de Grèce;2;estrela;vert,indigo;19.1
Noah;Noah de Estonie;1;akitinu;rouge;15.5
Lina;Lina de Espagne;2;rottweiler;violet;15.7
Jules;Jules de Luxembourg;1;iriredse;indigo,jaune;7.2
Clara;Clara de Allemagne;2;iriredse;rouge,rouge,rouge;5.1
Emma;Emma de Pays-Bas;2;berger_all;jaune;8.9
Alice;Alice de Irlande;2;jackrute;bleu,orange;3.1
Zoé;Zoé de Slovénie;2;harrier;orange,vert,bleu;4.2
Jade;Jade de Irlande;2;maltais;vert,indigo;0.3
Léa;Léa de Grèce;2;labrador;indigo,jaune;8.1
Lucas;Lucas de Italie;1;harrier;orange,jaune;19.9
Romane;Romane de Chypre;2;berger_all;orange,violet,rouge;13.1
Louise;Louise de Espagne;2;basset_alp;vert;6.4
Timéo;Timéo de Espagne;1;rottweiler;indigo,violet;4.2
Eva;Eva de Chypre;2;westie;jaune,indigo;1.9
Clara;Clara de Lettonie;2;rottweiler;bleu,jaune,vert;8.8
Alice;Alice de Portugal;2;jackrute;vert;13.6
Ethan;Ethan de Grèce;1;berger_all;rouge,vert;10.2
Maëlys;Maëlys de Slovénie;2;kangai;bleu,orange,violet;17.7
Nathan;Nathan de Espagne;1;rottweiler;jaune,indigo;4.5
Manon;Manon de Slovénie;2;labrador;vert,bleu,jaune;9.8
Louise;Louise de France;2;danois;bleu;8.7
Camille;Camille de Portugal;2;ovtccau;bleu,violet;19.5
Léa;Léa de Allemagne;2;kangai;jaune,bleu;16.2
Enzo;Enzo de Finlande;1;caniche;indigo;4.7
Hugo;Hugo de Belgique;1;caniche;rouge,violet;9.7
Nathan;Nathan de Finlande;1;iriredse;violet,jaune,rouge;12.3
Léo;Léo de Espagne;1;basset_alp;indigo;0.0
Lucas;Lucas de Portugal;1;harrier;orange,jaune;11.6
Maël;Maël de Luxembourg;1;ovtccau;indigo,orange;5.9
Nolan;Nolan de Allemagne;1;irisett;indigo;15.9
Clara;Clara de Slovénie;2;harrier;jaune,orange,indigo;8.7
Lucas;Lucas de Italie;1;caniche;orange,orange;3.5
Alice;Alice de Pays-Bas;2;labrador;violet,vert,orange;7.7
Nolan;Nolan de Portugal;1;caniche;rouge;19.7
Raphaël;Raphaël de Slovénie;1;kangai;indigo,violet;3.9
Emma;Emma de Slovénie;2;iriredse;bleu,indigo;12.0
Inès;Inès de Autriche;2;irisett;violet,violet;18.0
Alice;Alice de Irlande;2;iriredse;bleu,rouge,bleu;12.2
Lina;Lina de Chypre;2;kangai;bleu,jaune;10.0
Noah;Noah de Luxembourg;1;akitinu;rouge;5.1
Nathan;Nathan de Estonie;1;basset_alp;vert,vert,indigo;17.3
Tom;Tom de Pays-Bas;1;estrela;vert,indigo;4.0
Clément;Clément de Finlande;1;kangai;jaune,rouge,indigo;3.2
Théo;Théo de Belgique;1;iriredse;rouge;18.0
Hugo;Hugo de Autriche;1;estrela;rouge,orange,vert;4.3
Timéo;Timéo de Belgique;1;basset_alp;indigo,rouge;6.8
Ethan;Ethan de Irlande;1;dunker;rouge;13.9
Camille;Camille de Espagne;2;rottweiler;jaune,violet;12.3
Tom;Tom de Irlande;1;tchin;jaune,violet;13.0
Hugo;Hugo de Italie;1;harrier;violet;6.9
Jules;Jules de Estonie;1;kangai;orange,orange;18.5
Enzo;Enzo de Chypre;1;iriredse;indigo,orange,vert;19.0
Louis;Louis de Allemagne;1;iriredse;jaune,violet;4.2
Nolan;Nolan de Espagne;1;westie;vert,bleu,bleu;13.8
Lina;Lina de Slovaquie;2;jackrute;violet,jaune;8.9
Eva;Eva de Espagne;2;rottweiler;violet,rouge,rouge;3.0
Clara;Clara de Espagne;2;caniche;bleu;5.4
Eva;Eva de Irlande;2;irisett;orange,bleu;7.5
Lilou;Lilou de Allemagne;2;harrier;vert,violet;18.2
Emma;Emma de Estonie;2;akita;orange,violet;7.3
Clara;Clara de Slovénie;2;harrier;jaune,violet;4.5
Nolan;Nolan de Malte;1;danois;bleu;19.3
Inès;Inès de Luxembourg;2;akita;indigo,bleu,orange;13.0
Romane;Romane de Grèce;2;caniche;violet,jaune;7.7
Chloé;Chloé de Estonie;2;tchin;rouge;6.1
Raphaël;Raphaël de Italie;1;golden_ret;jaune,orange;12.6
Lina;Lina de Espagne;2;danois;vert,violet,indigo;6.4
Lola;Lola de Italie;2;iriredse;jaune;18.3
Manon;Manon de Malte;2;estrela;jaune,jaune,rouge;19.2
Maël;Maël de Pays-Bas;1;tchin;bleu,violet;16.4
Alice;Alice de Slovénie;2;estrela;indigo,rouge;13.0
